Quel champignon n-existe pas ? ,A Le bolet de celeri ,B La trompette-de-la-mort ,C La barbe-de-bouc ,a
Qui etait Neil Armstrong ? ,A Le premier homme a marcher sur la Lune ,B Un joueur de saxophone ,C Un laureat du prix Nobel de la 60,b
 Lequel des nombres suivants represente 100 millions ? ,A 100 000 000 ,B 100 000 000 000 ,C 1 000 000 000 000 ,c
L-Alhambra est un palais situe a Grenade en Espagne. Ce nom vient de l-arabe et signifie : ,A palais de conte de fees ,B château rouge ,C citadelle doree ,a
Lorsqu-un bateau atteint une vitesse de 30 nœuds a quelle vitesse va-t-il ? ,A 60 km/h ,B 30 km/h ,C 15 km/h ,b
Les premieres pommes de terre ont ete cultivees au XVIeme siecle en Europe. D-où viennent-elles a l-origine ? ,A D-Amerique du Sud ,B D-Asie ,C D-Afrique ,c
Dans quelle grande metropole passe le fleuve qui s-appelle la Seine ? ,A Paris ,B New-York ,C Londres ,a
En ecosse de nombreux curieux viennent visiter le Loch Ness car : ,A le comte Dracula aurait habite dans le château pres du lac. ,B un monstre vivrait dans le lac. ,C des fantômes hanteraient le château voisin 72,b
 Dans quel conte de fees n-y a-t-il pas de sorciere ? ,A Le Petit Chaperon rouge ,B Blanche-Neige ,C Hansel et Gretel ,c
La Republique d-Irlande se situe dans la partie sud de l-ile d-Irlande. Sa capitale est : ,A Dublin ,B Belfast ,C Limerick ,a
Le parc national des Everglades en Floride (aux etats-Unis) est celebre pour : ,A ses grottes ,B son lac sale ,C ses terres marecageuses ,b
Comment appelle-t-on un spationaute chinois? ,A Un taïkonaute ,B Un cosmonaute ,C Un astronaute ,c
monde ,,,,a
a Venise les voies d-eau qui parcourent la ville sont des : ,A canaux ,B fosses ,C douves ,b
Qu-est-ce que le recyclage ? ,A La collecte et la reutilisation des dechets ,B Une technique de peinture ,C Le fait d-avancer au pas dans une 89,c
 Quel est le signe astrologique de quelqu-un qui est ne le 27 octobre ? ,A Scorpion ,B Lion ,C Vierge ,a
Quelle est la capitale du Bresil ? ,A Brasilia ,B Rio de Janeiro ,C Sao Paulo ,b
Comment appelle-t-on l-homme qui devait auparavant faire rire le roi ? ,A Le fou ,B Le ministre ,C Le majordome ,c
En Afrique on trouve des chutes d-eau qui portent un prenom feminin. Lequel ? ,A Diana ,B Victoria ,C Alberta ,a
Où se situe le Mexique ? ,A Au niveau du tropique du Cancer ,B Au niveau du tropique du Capricorne ,C Au niveau de l-equateur ,b
a Venise on peut parcourir les canaux sur une gondole. Les gondoles sont peintes en : ,A noir et rouge ,B noir et vert ,C noir ,c
Comment appelle-t-on la boisson obtenue en melangeant differentes autres boissons ? ,A Un cocktail ,B Un cognac ,C Un whisky ,a
L-etude des fossiles porte le nom de : ,A archeologie ,B paleontologie ,C graphologie ,b
La muraille de Chine est la plus longue construction que l-homme ait jamais realisee. Ce mur a une longueur d-environ : ,A 1 500 km ,B 2 500 km ,C 3 200 km ,c
Par quel village anglais passe le meridien 0 ? ,A Greenwich ,B Kent ,C Londres ,a
En Grece on peut manger un fromage blanc typique fait a base de lait de chevre et appele : ,A mozzarella ,B gruyere ,C feta ,b
Quel engin volant a des ailes tournantes ? ,A Un helicoptere ,B Un ULM ,C Un dirigeable ,c
Comment appelle-t-on le peuple qui voyage dans le desert ? ,A Les nomades ,B Les Vikings ,C Les allies ,a
En ecosse beaucoup de noms de famille commencent par « Mac ». Souvent on ecrit que l-abreviation : Mc. Que signifie ce prefixe ? ,A Fils ,B Famille ,C Pere ,b
monde ,,,,c
Comment appelle-t-on le filet dans lequel les poissons peuvent nager mais dont ils peuvent difficilement s-echapper ? ,A La nasse ,B La tasse ,C La natte ,a
Quel autre nom donne-t-on au petrole ? ,A L-or noir ,B Le diamant noir ,C Le rubis noir ,b
Le boomerang est un jeu. Mais a quoi servait le boomerang auparavant ? ,A Comme arme ,B Comme instrument pour les previsions meteo ,C Comme ornement ,c
Si la face d-un de a 4 points est vers le haut combien y a-t-il de points sur la face vers le bas au même moment ? ,A 3 ,B 2 ,C 1 ,a
Quel souverain français est toujours represente avec la main gauche dans sa veste ? ,A Napoleon ,B Pompidou ,C Chirac ,b
Comment s-appelle la region d-Amerique du Sud où domine la grande forêt amazonienne ? ,A L-Amazonie ,B L-Amazone ,C La Transamazonienne ,c
Qu-est-ce qu-un fjord ? ,A Un bras de mer entre de hauts rochers ,B Un bateau a fond plat ,C Une cabane en rondins ,a
Lequel des instruments de musique suivants n-a pas de cordes ? ,A La clarinette ,B Le piano ,C La contrebasse ,b
Alcatraz est une ile rocailleuse appartenant a San Francisco. Jusqu-en 1963 s-y trouvait : ,A une prison ,B un monastere ,C une base de lancement de ,c
L-Allemagne a quelques pays limitrophes. Lequel des pays suivants n-est pas un pays limitrophe de l-Allemagne ? ,A L-Espagne ,B La France ,C La Belgique ,a
Quelle langue est parlee par le plus grand nombre de personnes au monde ? ,A Le chinois ,B L-anglais ,C Le russe ,b
Qui etait William Shakespeare ? ,A Un poete anglais ,B Une vedette americaine de musique pop ,C Un coureur danois de ,c
La ville de Paris est aussi surnommee : ,A la ville de la nuit ,B la ville des lumieres ,C la ville de la danse ,a
Lequel de ces pays n-est pas un royaume dirige par un roi ou une reine mais une republique dirigee par un president ? ,A La Norvege ,B Le Danemark ,C La Finlande ,b
Combien de planetes decrivent une orbite autour du soleil ? ,A 10 planetes ,B 8 planetes ,C 7 planetes ,c
Pourquoi utilisons-nous une boussole ? ,A Pour chercher le Nord. ,B Pour chercher le port le plus proche. ,C Pour determiner la force du vent ,a
monde ,,,,b
Les friandises colorees qui contiennent de la reglisse proviennent a l-origine : ,A d-Allemagne ,B d-Angleterre ,C des Pays-bas ,c
De quoi un claustrophobe at-il peur ? ,A Du vide ,B Des espaces clos ,C Des insectes ,a
Le cœur d-un ordinateur où un grand nombre d-informations est stocke est : ,A un programme ,B une micropuce ,C un serveur ,b
Dingo est l-un des personnages de Walt Disney. Quel type d-animal est Dingo ? ,A Un chien ,B Un lapin ,C Un coq ,c
De quel couleur est le cheval de Zorro ? ,A Noir ,B Blanc ,C Brun ,a
Lequel de ces musee ne se situe pas a Paris ? ,A Le Louvre ,B Le Metropolitan Art Museum ,C Le musee d-Orsay ,b
a quoi servaient les aqueducs construits par les Romains ? ,A De passage permettant aux armees de franchir rapidement les rivieres ,B a approvisionner les cites en eau ,C De tour de guet ,c
Les plus grandes reserves d-eau douce du monde sont formees en reunissant l-eau des Grand Lacs d-Amerique du Nord. Ils sont au nombre de : ,A 5 ,B 10 ,C 15 ,a
D-où vient le nom « Barbie » ? ,A C-est le nom de la fille de la creatrice de la poupee. ,B C-est le nom d-une chanteuse populaire. ,C C-est le nom de la femme d-un president des etats-Unis 167,b
 Combien de couleurs y a-t-il sur le drapeau des etatsUnis ? ,A Trois ,B Quatre ,C Cinq ,c
En Siberie en Europe du Nord et en Amerique du Nord on trouve de vastes etendues de forêts de coniferes. Il s-agit de : ,A La steppe ,B La toundra ,C La taïga ,a
Les femmes indiennes se drapent le corps d-une piece de tissu que l-on appelle : ,A un sari ,B un sarong ,C un schako ,b
Qui a dessine la statue de la liberte ? ,A Gustave Eiffel ,B Richard Nixon ,C Bill Clinton ,c
Qu-est-ce que le yoga ? ,A Une maniere de maitriser le corps et l-esprit ,B Une religion africaine ,C Une maniere de guerir les maladies ,a
La ville qui compte le plus grand nombre d-habitants du monde est : ,A Tokyo ,B Mexico ,C Los Angeles ,b
Quel nom ne designe pas un archipel europeen ? ,A Les Açores ,B Les Baleares ,C Les Maldives ,c
monde ,,,,a
Le telephone a ete invente au XIXeme siecle par : ,A R. Ring ,B D. Allo ,C ,b
Comment s-appelle l-appareil permettant aux pilotes et navigateurs de trouver leur chemin et de voir ce qui se passe autour d-eux ? ,A Le radar ,B La boussole ,C Le telescope ,c
Au Mexique les Azteques construisaient des pyramides qui servaient principalement de : ,A tresor où l-on conservait les perles et les pierres precieuses ,B chambre funeraire pour les empereurs ,C base sur laquelle un temple etait ,a
Les villes de Lausanne Geneve et Zurich se trouvent toutes les trois : ,A En Autriche ,B En Suisse ,C En Norvege ,b
Comment s-appelle ce bateau allonge dont la partie superieure est tout a fait ouverte ? ,A Un canoë ,B Un kayak ,C Un catamaran ,c
Le soleil de minuit est un phenomene au cours duquel le soleil ne se couche pas au moins une nuit par an. Ce phenomene peut être observe : ,A au pôle Nord ,B dans les regions situees sur l-equateur ,C au pôle Nord et au pôle Sud ,a
a quelle vitesse un avion de passagers decolle-t-il ? ,A 290 km/h ,B 170 km/h ,C 380 km/h ,b
Quand la television a-t-elle ete inventee ? ,A En 1910 ,B En 1940 ,C En 1970 ,c
Dans lequel des pays suivants ne peut-on pas payer en euros ? ,A La Suisse ,B L-Autriche ,C La Finlande ,a
Comment appelle-t-on une personne qui dessine des cartes geographiques ? ,A Un atlasgraphe ,B Un cartographe ,C Un globegraphe ,b
La ville de Rome a ete bâtie sur : ,A 1 colline ,B 3 collines ,C 7 collines ,c
Quand on parle du Benelux il s-agit : ,A de l-Irlande et du Royaume-Uni ,B de l-Allemagne et de la Pologne ,C de la Belgique des Pays-Bas et du 214,a
 On aperçoit des rochers sur les côtes de Normandie et d-Angleterre. Ils sont blancs car : ,A ils sont en craie. ,B ils sont en marbre blanc. ,C ils sont en ardoise. ,b
Quel est le dessert traditionnellement servi pendant le tournoi de tennis de Wimbledon ? ,A Des crêpes au sucre ,B Un banana split ,C Des fraises avec de la creme ,c
La Croix-Rouge est une association reconnue sur le plan international. Dans les pays musulmans elle porte un autre nom. Lequel ? ,A La Faucille-Rouge ,B Le Croissant-Rouge ,C Le Soleil-Rouge ,a
Dans quel pays le president vit-il a la Maison-Blanche ? ,A Aux etats-Unis ,B En Grande-Bretagne ,C En France ,b
monde ,,,,c
Laquelle de ces chaines de montagnes ne constitue pas une frontiere naturelle entre 2 pays d-Europe ? ,A Les Pyrenees ,B Les Alpes ,C Le Caucase ,a
Qui etaient les Peaux-Rouges ? ,A Les Indiens d-Amerique du Nord ,B Les premiers habitants de l-Australie ,C Les esclaves africains qui ont ete vendus en 243,b
 Comment s-appelle le lieu de priere pour les musulmans ? ,A La mosquee ,B La synagogue ,C Le temple ,c
Où peut-on specialement observer de nombreux lemuriens ? ,A Sur l-ile de Madagascar ,B Aux Seychelles ,C Sur l-ile Maurice ,a
Dans quel pays peut-on visiter l-ancienne cite inca de Machu Pichu ? ,A En Bolivie ,B Au Perou ,C En Argentine ,b
En Europe les automobilistes roulent la plupart du temps du côte droit de la route. On roule cependant a gauche en Grande-Bretagne et : ,A en Grece ,B a Malte ,C dans la principaute d-Andorre ,c
Si une voiture roule avec un « P » comme marque de nationalite de quel pays provient cette voiture ? ,A Portugal ,B Pologne ,C Pakistan ,a
Dans certaines pieces de theâtre il n-y a pas de parole mais uniquement des gestes. Comment appelle-t-on cela ? ,A Le mime ,B Le play-back ,C Le monologue ,b
Dans un theâtre quel endroit est surnomme « le poulailler » ? ,A Les places les plus hautes (et les moins cheres) ,B Les places du premier rang ,C Les loges ,c
Les pâtes fraiches sont faites a base : ,A d-eau d-œufs et de lait ,B de farine de maïs et d-eau ,C de fleur de farine et d-œufs ,a
Hitler a fait construire une voiture pour son peuple. Quel etait le surnom de cette Volkswagen ? ,A Coccinelle ,B Chevre ,C Canard ,b
Colomb a decouvert l-Amerique en 1492. Il etait cependant parti pour chercher une voie vers : ,A l-Afrique du Nord ,B la Chine ,C l-Inde ,c
Quelles tours legendaires se sont ecroulees le 11 septembre 2001 ? ,A Les tours du World Trade Center ,B Les tours de Pise ,C Les tours de Londres ,a
Quel est le nom correct d-une tente d-Indien ? ,A Un wigwam ,B Un toppie ,C Une yourte ,b
Comment appelle-t-on la citrouille symbole d-Halloween ? ,A Mister Jack ,B Jack-the-lamp ,C Jack-o-lantern ,c
Lequel des ces noms est celui d-un fromage typique neerlandais ? ,A Gouda ,B Gruyere ,C Gorgonzola ,a
monde ,,,,b
Ces grandes pyramides de verre abritent l-entree d-un musee. On peut aller les admirer : ,A au Caire en egypte ,B a Paris en France ,C a Londres en GrandeBretagne ,c
Par quels animaux Tarzan at-il ete adopte et eleve ? ,A Des singes ,B Des loups ,C Des ours ,a
Dans l-ocean Pacifique se trouve une ile dont le nom a ete donne a un vêtement : ,A Pull ,B Short ,C Bikini ,b
De nombreux pays dans le monde ne sont en realite qu-une grande ile. Lequel de ces pays n-est pas une ile ? ,A L-Islande ,B Le Groenland ,C La Norvege ,c
Comment appelle-t-on la piste où les avions decollent et atterrissent ? ,A Le tarmac ,B La base aerienne ,C Le pont ,a
Laquelle des personnes suivantes utilise un embauchoir dans l-exercice de sa fonction ? ,A Le cordonnier ,B Le boulanger ,C Le medecin ,b
Comment appelle-t-on des inscriptions des dessins griffonnes ou graves sur les murs ? ,A Des graffitis ,B Des scraboutchas ,C Des ideogrammes ,c
De quel pays venaient les vikings ? ,A De Norvege ,B De Suede ,C Du Danemark ,a
Depuis le XVIeme siecle des horloges et des montres reputees pour leur fiabilite y sont creees. De quel pays s-agit-il ? ,A Les places les plus hautes (et les moins cheres) ,B Les places du premier rang ,C Les loges ,b
Sur la place de l-etoile a Paris se trouve le tres celebre arc de Triomphe qui fut construit a la demande : ,A du president F. Mitterrand ,B de Napoleon ,C du roi Louise XIV ,c
La porte de Brandebourg est un monument national. Il s-agit : ,A d-un monument qui marquait la frontiere entre Berlin-Est et BerlinOuest ,B du debut d-une des plus importantes arteres commerçantes de Paris ,C de la porte du palais du roi de ,a
La region du pôle Sud : ,A appartient a l-Oceanie ,B est une region naturelle qui est une sorte de « no man-s land » ,C est utilisee par differents etats qui y exercent un certain de droits et y ont certain,b
es obligations 310 Certains rapaces planent en utilisant l-air chaud ascendant. Ce courant d-air chaud s-appelle : ,A le Gulf Stream ,B l-ascendance thermique ,C une turbulence ,c
Quand c-est l-hiver dans l-hemisphere Nord quelle est la saison au même moment dans l-hemisphere Sud ? ,A L-ete ,B L-hiver ,C L-automne ,a
Les amandes sont un ingredient important d-une de ces friandises laquelle ? ,A Le speculoos ,B Le massepain ,C Le chocolat blanc ,b
Auparavant lorsque les hommes voulaient tester la solidite de leurs ponts comment faisaient-ils ? ,A Ils faisaient marcher l-armee dessus. ,B Une dizaine de poids lourds roulaient dessus en même temps. ,C De gros poids etaient lances sur le pont a partir d-helicopteres MONDE MONDE MONDE MONDE,c
 monde,,,,a
Combien d-habitants vivent a Hong Kong ? ,A 2 millions ,B 4 millions ,C 7 millions ,b
Le cadran solaire servait autrefois a donner l-heure. Le cadran solaire existe depuis : ,A 500 ans ,B 1 000 ans ,C 5 000 ans ,c
Quel pays a une feuille d-erable comme symbole national ? ,A Le Canada ,B Les etats-Unis ,C Le Mexique ,a
Le canal de Suez en egypte assure une liaison entre : ,A La mer Adriatique et la mer Mediterranee ,B L-ocean Indien et l-ocean Atlantique ,C La mer Mediterranee et la mer ,b
Copacabana est une plage de sable qui fait partie de la ville de : ,A Salvador ,B Sao Paulo ,C Rio de Janeiro ,c
Il existe en Allemagne une vaste region tres boisee qui porte de nom de : ,A Forêt-Noire ,B Forêt-Verte ,C Forêt-Brune ,a
Comment appelle-t-on l-art de plier du papier pour en faire de veritables œuvres d-art ? ,A L-origami ,B Le papirami ,C Le garami ,b
Las Vegas qui represente une tres grande part des revenus de l-etat car : ,A des impôts extrêmement eleves y sont perçus ,B les luxueux hôtels appartiennent tous a la ville ,C les jeux d-argent sont autorises et beaucoup de gens viennent y leur chance,c
 La citrouille est un aliment mais elle joue aussi un rôle important dans la decoration de la fête d-Halloween. Cette fête a lieu : ,A a la Saint-Sylvestre (31 dec.) ,B la veille de la Toussaint (31 oct.) ,C a la Saint-Valentin (14 fev.) ,a
Dans quel pays se trouve le mur le plus long au monde ? ,A En Chine ,B Aux etats-Unis ,C Aux Pays-Bas ,b
Le chewing-gum qui etait a l-origine fait a base de chicle un latex qui s-ecoule du sapotier a ete invente en : ,A Australie ,B Afrique ,C Amerique centrale ,c
Le pôle Sud ou Antarctique se compose : ,A uniquement de glace ,B de terres et d-etendues d-eau recouvertes d-une calotte glaciaire ,C d-eau et d-icebergs ,a
Comment appelle-t-on les quartiers autour des grandes villes où vivent des personnes pauvres ? ,A Des bidonvilles ,B Des cartonvilles ,C Des quartiers en voie de ,b
Comment appelle-t-on dans un avion l-endroit où sont installes les pilotes ? ,A Le cockpit ,B La coquerie ,C La cabine ,c
Quels oceans relient le canal de Panama ? ,A Les oceans Pacifique et Indien ,B Les oceans Pacifique et Atlantique ,C Les oceans Atlantique et Indien ,a
Combien de cases comprend un damier ? ,A 100 ,B 92 ,C 64 ,b
monde ,,,,c
Les pyramides egyptiennes etaient en realite : ,A des tombes de pharaons ,B des maisons prestigieuses ,C des centres culturels ,a
Si l-on faisait le tour de la Terre a pied en partant de l-equateur combien de kilometres cela representerait-il ? ,A 40 000 km ,B 4 000 km ,C 400 000 km ,b
Comment appelle-t-on un bâtiment tres haut dans lequel de nombreuses personnes peuvent vivre ? ,A Un gratte-ciel ,B Un monument ,C Une cathedrale ,c
Les habitants de la NouvelleGuinee s-appellent : ,A les Massaïs ,B les Maoris ,C les Papous ,a
De quel côte de la route faut-il marcher s-il n-y a pas de trottoir ou de berme surelevee ? ,A Gauche ,B Droite ,C Peu importe ,b
Quel etait le premier long metrage de Walt Disney ? ,A Blanche-Neige ,B Bambi ,C Alice au pays des ,c
Auparavant les ecoliers n-avaient pas de cahiers pour ecrire. Sur quoi ecrivaient-ils ? ,A L-ardoise ,B Le papyrus ,C Le bois ,a
Quel celebre festival a lieu a Avignon ? ,A Un festival de theâtre ,B Un festival de cinema ,C Un festival de contes ,b
La plus haute montagne d-Afrique se trouve en Tanzanie. Il s-agit du : ,A Kilimandjaro ,B mont Kenya ,C mont Meru ,c
Un des trains les plus celebres est l-« OrientExpress » qui relie : ,A Paris et Istanbul ,B Moscou et Vienne ,C Rome et Sofia ,a
Comment les musulmans appellent-ils la periode durant laquelle ils doivent jeûner ? ,A Le ramadan ,B Le carême ,C Yom Kippur ,b
Combien de passagers a un pilote durant un vol en solo ? ,A 0 ,B 1 ,C 100 ,c
En 1912 une grande catastrophe a eu lieu avec le Titanic. Quel moyen de transport etait le Titanic ? ,A Un bateau ,B Un train ,C Un avion ,a
Un hovercraft est un bateau qui navigue sur des coussins d-air. Quel est l-autre nom de l-hovercraft ? ,A Un aeroglisseur ,B Un hydravion ,C Un paquebot ,b
Quelle riviere porte le même nom que la capitale de la Californie ? ,A Sacramento ,B Colorado ,C Feather ,c
Un jeu complet de dominos classiques comprend : ,A 20 dominos ,B 24 dominos ,C 28 dominos ,a
monde ,,,,b
Hollywood celebre par son industrie cinematographique appartient a la ville de : ,A San Francisco ,B Chicago ,C Los Angeles ,c
Depuis le XIXeme siecle il existe un village au pays de Galle qui porte un nom bizarre. Ce nom : ,A est un « ? » ,B ne se compose que de consonnes ,C comporte 58 lettres ,a
Quel celebre compositeur est ne a Salzbourg ? ,A Mozart ,B Haydn ,C Chopin ,b
Quelle est la 1ere femme noire qui a gagne l-Oscar de la meilleure actrice ? ,A Woopy Goldberg ,B Halle Berry ,C Beyonce Knowles ,c
Cuba fait partie d-un archipel situe a l-ouest de l-Amerique centrale ? ,A Les Antilles ,B Les Bahamas ,C La Polynesie ,a
Disney World aux etats-Unis est le plus grand parc d-attractions du monde. Il en existe une plus petite version en Europe qui se situe a : ,A Paris ,B Londres ,C Berlin ,b
Pour quelle raison la mer Morte est-elle connue ? ,A Car on a pied partout ,B Car on y trouve beaucoup de poissons morts ,C Car on y flotte ,c
Quel jeu d-adresse japonais avec 41 bouts de bois porte le même nom qu-un empereur du Japon depuis des siecles ? ,A Mikado ,B Domino ,C Bolero ,a
Le mont Waialeale a Hawaï est l-endroit où il pleut le plus grand nombre de jours par an a savoir : ,A 30 jours ,B 125 jours ,C 350 jours ,b
Quand a lieu la lune de miel ? ,A Juste apres le mariage ,B Juste apres Noël ,C Juste apres la Pentecôte ,c
Comment baptise-t-on les cyclones aujourd-hui ? ,A Avec des prenoms masculins et feminins ,B Avec des noms de fleurs ,C Avec des noms de villes ,a
Une personne qui se consacre a l-etude des oiseaux porte le nom de : ,A zoologiste ,B ornithologue ,C biologiste ,b
Comment appelle-t-on une construction permettant de « marcher sur la mer » ? ,A La jetee ,B La lancee ,C La rattrapee ,c
Capri est une ile italienne. Elle se situe dans une partie de la mer Mediterranee qui s-appelle : ,A la mer Adriatique ,B la mer de Marmara ,C la mer Tyrrhenienne ,a
Quelle ville europeenne compte le plus grand nombre d-habitants ? ,A Moscou ,B Londres ,C Paris ,b
Dans quelle ville se trouve le celebre pont appele « Tower Bridge » ? ,A Paris ,B Londres ,C Amsterdam ,c
monde ,,,,a
Quel est le nom anglais du Pere Noël ? ,A Santa Claus ,B Christmas Man ,C North Friend ,b
En ecosse un lac porte le nom de : ,A Lake ,B See ,C Loch ,c
Quelle ville anglaise n-a pas d-homonyme dans un autre pays ? ,A Londres ,B Cambridge ,C Douvres ,a
De quelle region d-Italie Florence est-elle la capitale ? ,A La Lombardie ,B Le Piemont ,C La Toscane ,b
Lequel des personnages suivants ne faisait pas partie des Rois mages ? ,A Jasper ,B Melchior ,C Balthazar ,c
Lequel de ces noms ne designe pas une ile grecque ? ,A Lanzarote ,B Samos ,C Corfou ,a
De quel ordre sont les chapiteaux du Parthenon sur l-Acropole d-Athenes ? ,A Dorique ,B Ionique ,C Corinthien ,b
Lors d-une corrida l-homme qui affronte le taureau dans l-arene s-appelle le : ,A sombrero ,B flamenco ,C matador ,c
Quel appareil ne fonctionne pas via une communication telephonique ? ,A Un modem ,B Un scanner ,C Un fax ,a
Au mois de novembre quelles fleurs decorent les tombes ? ,A Les lilas ,B Les chrysanthemes ,C Les narcisses ,b
Comment appelle-t-on encore un bateau de croisiere ? ,A Un paquebot ,B Un bateau-mouche ,C Une peniche ,c
La capitale de la Republique populaire de Chine est : ,A Pekin ,B Hongkong ,C Shangaï ,a
La Grande Barriere en Australie est le plus long recif corallien du monde. Elle a une longueur d-un peu plus de : ,A 2 000 km ,B 12 000 km ,C 25 000 km ,b
La Valette est la capitale de : ,A La Corse ,B La Crete ,C Malte ,c
Comment appelle-t-on le style de musique où l-on parle rapidement sur un rythme saccade ? ,A Le rap ,B Le fast ,C Le slow ,a
Comment appelle-t-on le carillon de la celebre tour du palais de Westminister a Londres ? ,A Big Ben ,B Big Greg ,C Big Dave ,b
monde ,,,,c
Combien de dents a une capsule de bouteille ? ,A 21 ,B 20 ,C 22 ,a
Combien y a-t-il de consonnes differentes dans notre alphabet ? ,A 21 ,B 20 ,C 19 ,b
Quelle region ne fait pas partie de l-Italie ? ,A L-Ombrie ,B L-Andalousie ,C La Toscane ,c
Dans quel etat des etats-Unis se trouve le Grand Canyon ? ,A En Arizona ,B En Californie ,C Au Nevada ,a
Lequel des personnages suivants ne faisait pas partie des Rois mages ? ,A Jasper ,B Melchior ,C Balthazar ,b
Lequel de ces noms ne designe pas une ile grecque ? ,A Lanzarote ,B Samos ,C Corfou ,c
De quel ordre sont les chapiteaux du Parthenon sur l-Acropole d-Athenes ? ,A Dorique ,B Ionique ,C Corinthien ,a
Lors d-une corrida l-homme qui affronte le taureau dans l-arene s-appelle le : ,A sombrero ,B flamenco ,C matador ,b
Quel appareil ne fonctionne pas via une communication telephonique ? ,A Un modem ,B Un scanner ,C Un fax ,c
