Quel champignon n-existe pas ? ,A Le bolet de celeri ,B La trompette-de-la-mort ,C La barbe-de-bouc ,a
Au mois de novembre quelles fleurs decorent les tombes ? ,A Les lilas ,B Les chrysanthemes ,C Les narcisses ,a
Comment appelle-t-on ce type de bateau ? ,A Une peniche ,B Un bateau-mouche ,C Un paquebot ,b
La capitale de la Republique populaire de Chine est : ,A Pekin ,B Hongkong ,C Shangaï ,c
La Grande Barriere en Australie est le plus long recif corallien du monde. Elle a une longueur d-un peu plus de : ,A 2 000 km ,B 12 000 km ,C 25 000 km ,a
La Valette est la capitale de : ,A La Corse ,B La Crete ,C Malte ,b
Comment appelle-t-on le style de musique où l-on parle rapidement sur un rythme saccade ? ,A Le rap ,B Le fast ,C Le slow ,c
Comment appelle-t-on le carillon de la celebre tour du palais de Westminister a Londres ? ,A Big Ben ,B Big Greg ,C Big Dave ANIMAUX ANIMAUX ANIMAUX ANIMAUX ANIMAUX ANIMAUX ,a
animaux,,,,b
Les poulets fermiers sont des poulets qui : ,A vivent dans un elevage ,B peuvent se promener en liberte ,C vivent dans une ville ,c
Quel oiseau est un symbole international de paix ? ,A La colombe ,B L-hirondelle ,C La cigogne ,a
L-elan est le plus grand cervide du monde. En dehors de la saison de reproduction il vit : ,A en solitaire ,B en couple avec les jeunes ,C en colonie ,b
Le crocodile reste parfois pres de la riviere immobile et la gueule grande ouverte. Pourquoi ? ,A Pour être prêt a attraper un animal qui passerait par la. ,B Pour inspirer beaucoup d-air avant d-aller sous l-eau. ,C Pour perdre de la chaleur. ,c
Le diodon est un poisson aux piquants aceres. Sous l-eau il a cette forme ronde : ,A en permanence ,B lorsqu-il se remplit d-eau ,C lorsqu-il remonte pres de la ,a
Quelle espece de rhinoceros n-existe pas ? ,A Le rhinoceros blanc ,B Le rhinoceros noir ,C Le rhinoceros brun ,b
Les poissons n-ont pas de poumons pour respirer. Avec quoi respirent-ils ? ,A Leurs branchies ,B Leurs ecailles ,C Leurs nageoires ,c
La libellule est un insecte que l-on rencontre surtout : ,A Au bord de l-eau ,B Dans la forêt ,C Dans la montagne ,a
Où vit le renard polaire ? ,A Au pôle Nord ,B Au pôle Sud ,C Au pôle Nord et au pôle ,b
Quel oiseau peut manger en volant ? ,A Le colibri ,B Le merle ,C L-hirondelle ,c
La mouette est un oiseau qui vit : ,A le long des côtes ,B dans les bois ,C sur de vastes plaines ,a
L-araignee utilise sa toile pour : ,A se reposer ,B capturer sa proie ,C se deplacer ,b
Où vit le manchot empereur ? ,A Au pôle Sud ,B Au pôle Nord ,C Au pôle Nord et au pôle ,c
L-etoile de mer possede en general 5 membres identiques qui sont des : ,A bras ,B queues ,C pattes ,a
Le tigre est un felin a robe rayee. Il : ,A Nage bien et grimpe bien ,B Nage mal mais grimpe bien ,C Nage bien mais grimpe mal ,b
Quel oiseau a donne son nom a un celebre poeme de Charles Baudelaire ? ,A L-albatros ,B Le heron ,C La cigogne ANIMAUX ANIMAUX ANIMAUX ANIMAUX ANIMAUX ANIMAUX ,c
animaux,,,,a
Les dauphins sont des… ,A mammiferes ,B amphibiens ,C poissons ,b
Les hyenes vivent en groupe dirige par : ,A Un mâle ,B Une femelle ,C Un mâle et une femelle ,c
Les grues sont de grands oiseaux echassiers qui : ,A chantent une chanson differente apres avoir nourri chaque jeune. ,B dansent de differentes manieres selon l-occasion. ,C changent de partenaire selon l-activite 104,a
 Les cornes d-une antilope sont : ,A rondes ,B en spirale ,C rayees ,b
Pourquoi met-on des fers aux chevaux ? ,A Pour proteger leurs sabots. ,B Pour proteger la rue. ,C Pour eviter qu-ils n-aient froid aux pattes 123,c
 Un elephant utilise ses oreilles pour entendre mais pour quoi d-autre encore ? ,A Pour se rafraichir. ,B Pour chasser les insectes. ,C Pour communiquer avec d-autres elephants 127,a
 La loutre vit dans un terrier pres de l-eau. L-entree de ce terrier se situe : ,A vers le haut ,B lateralement sur le côte de la berge ,C dans l-eau ,b
En cas de danger le herisson dresse ses piquants et : ,A se met en boule ,B se cache ,C reste immobile ,c
Le manchot empereur se reproduit : ,A en hiver ,B au printemps ,C en ete ,a
Le corail n-a pas : ,A de bouche ,B d-estomac ,C d-yeux ,b
Quelles guêpes ont un dard ? ,A Les femelles ,B Les mâles ,C Les femelles et les mâles ,c
En moyenne combien pese l-œuf d-une autruche ? ,A 15 kg ,B 1 kg ,C 2 kg ,a
Quels reptiles n-appartiennent pas au groupe des crocodiles ? ,A Les scinques ,B Les alligators ,C Les caïmans ,b
Combien d-especes animales differentes ont ete enregistrees par les scientifiques ? ,A 100 000 ,B 500 000 ,C 1 500 000 ,c
Certaines especes de chauves-souris se nourrissent de sang. On les appelle : ,A les vampires ,B les draculas ,C les tueuses ,a
L-anaconda est le plus grand serpent du monde avec une longueur d-environ : ,A 4 metres ,B 10 metres ,C 18 metres ANIMAUX ANIMAUX ANIMAUX ANIMAUX ANIMAUX ANIMAUX ,b
animaux,,,,c
Comment se fait-il qu-une araignee ne reste pas collee dans sa propre toile ? ,A Grâce a une substance « grasse » sur ses pattes. ,B Toute la toile n-est pas collante l-araignee sait où elle peut aller. ,C Elle est trop legere pour rester collee 169,a
 Certains oiseaux comme le colibri peuvent : ,A Voler sur place ,B Flotter ,C Surnager ,b
Quels moustiques peuvent nous empêcher de dormir la nuit ? ,A Uniquement les femelles ,B Uniquement les mâles ,C Tant les femelles que les ,c
Le pic est un oiseau que l-on rencontre : ,A partout en Europe ,B dans tous les endroits boises du monde ,C en Afrique et en Europe ,a
a la ferme l-oie sert parfois de : ,A reveil ,B couveuse pour les œufs de poules ,C chien de garde ,b
Quelles sont les deux especes d-elephants ? ,A africaine et europeenne ,B africaine et asiatique ,C africaine et australienne ,c
Quel animal nous donne le jambon ? ,A Le porc ,B La vache ,C Le cheval ,a
Les lamas que l-on peut repartir en 4 especes vivent en Amerique du Sud. Ils font partie de la famille des : ,A chameaux ,B chamois ,C moutons ,b
Les chauves-souris peuvent voler dans l-obscurite en se dirigeant par echolocation un systeme qui ressemble : ,A au sonar des bateaux ,B au systeme de communication utilise par les avions de chasse a reaction ,C au systeme d-atterrissage des ,c
202 Combien d-yeux une araignee possede-t-elle ? ,A 2 ,B 4 ,C 8 ,a
Combien de temps apres la naissance le bebe kangourou reste-t-il dans la poche de sa maman ? ,A Jusqu-a 3 mois ,B Jusqu-a 8 mois ,C Jusqu-a 1 an ,b
Les bosses des chameaux et des dromadaires contiennent : ,A de l-eau ,B des tissus graisseux ,C de la nourriture ,c
a quelle vitesse peut courir une autruche ? ,A 70 km/h ,B 15 km/h ,C 95 km/h ,a
La mouche a une bonne vue car elle possede : ,A des yeux a facettes ,B des yeux telescopiques ,C des yeux microscopiques ,b
La vipere est un serpent venimeux mais elle a elle-même des ennemis. Son plus grand ennemi est : ,A Le renard ,B Le blaireau ,C L-homme ,c
Le cou de la girafe est tres long. Combien de vertebres cervicales comporte-t-il ? ,A 2 ,B 7 ,C 25 ANIMAUX ANIMAUX ANIMAUX ANIMAUX ANIMAUX ANIMAUX ,a
animaux,,,,b
L-orang-outan est un singe. Son nom signifie : ,A singe des bois ,B homme des bois ,C homme-singe ,c
Le vautour se nourrit surtout : ,A d-animaux mourants ou morts ,B de souris et de lapins ,C d-insectes et de plantes ,a
Comment les serpents mangentils leur proie ? ,A Ils l-avalent sans la mâcher. ,B Ils la mâchent d-abord pour la broyer en morceaux. ,C Ils la ramollissent avec leur salive 239,b
 a quel âge les jeunes lions mâles sont-ils chasses du groupe ? ,A Vers 6 mois ,B Vers 1 an ,C Vers 2 a 3 ans ,c
Les fourmiliers possedent un long museau : ,A sans dent ,B muni de 4 incisives seulement ,C muni d-une soixantaine de petites 258,a
 Le saumon vit dans l-eau salee de la mer mais il rejoint l-eau douce d-une riviere pour : ,A s-accoupler et pondre ses œufs. ,B passer l-hiver. ,C mourir. ,b
Combien d-œufs par an peut pondre une poule ? ,A 250 a 300 œufs ,B 100 a 120 œufs ,C 365 œufs ,c
De quoi a besoin une vache pour donner du lait ? ,A D-un veau ,B De beaucoup d-herbe ,C De 30 litres d-eau par ,a
Quand le mâle mandrill ouvre-t-il toute grande sa gueule en montrant ses enormes canines ? ,A Quand il est fatigue ,B a l-approche d-une femelle ,C a l-approche d-un predateur ou d-un 280,b
 Les braconniers chassent le rhinoceros blanc pour ses cornes. Elles sont utilisees pour : ,A fabriquer des statuettes ,B fabriquer les medicaments ,C fabriquer des couverts ,c
Un gorille mâle tambourine sur sa poitrine : ,A pour communiquer avec les autres mâles ,B pour impressionner une femelle ,C pour faire peur a ses rivaux ,a
Ce rhinoceros a la peau sous forme de plaque et ne porte qu-une seule corne sur le nez. Cette espece est donc : ,A asiatique ,B africaine ,C africaine et asiatique ,b
Les hiboux ont de grands yeux fixes. Pour regarder sur le côte ils doivent tourner la tête a : ,A 90 degres ,B 180 degres ,C 360 degres ,c
Une souris albinos est blanche mais de quelle couleur sont ses yeux ? ,A Rouge ,B Blanc ,C Noir ,a
De combien de babouins se compose une colonie de babouins ? ,A Moins de 30 individus ,B De 30 a 100 individus ,C Plus de 100 individus ,b
Quand un cerf perd-il ses bois ? ,A Jamais ,B Plusieurs fois dans sa vie ,C Chaque annee au ,c
animaux,,,,a
On ne trouve les 3 especes de pecaris qu-en Amerique centrale et en Amerique du Sud et ils sont tous munis de petites defenses. Ces animaux sont proches des : ,A elephants ,B cochons ,C tapirs ,b
Quel insecte vit dans une ruche et produit du miel ? ,A Le bourdon ,B La guêpe ,C L-abeille ,c
Quelle espece de tigre est la plus menacee d-extinction ? ,A Le tigre du Bengale ,B Le tigre de Siberie ,C Le tigre du Bali ,a
Lorsqu-une abeille veut indiquer a une autre abeille un endroit où elle a trouve de la nourriture elle : ,A bourdonne ,B vole en cercle autour de l-endroit en question ,C execute une danse en forme de 8 ,b
Le zebre est un animal : ,A domestique depuis des milliers d-annees ,B domestique depuis le debut du siecle dans certains pays ,C qui ne s-est jamais laisse ,c
Pour quelle raison les tortues vertes sortent-elles de l-eau pour rejoindre des plages isolees ? ,A Pour y pondre des œufs ,B Pour trouver de la nourriture ,C Pour retrouver leurs ,a
La longueur des bois d-un elan mâle peut atteindre : ,A 1 metre ,B 2 metres ,C 3 metres ,b
Le kangourou rouge geant est le plus grand kangourou de la famille des marsupiaux. Il peut effectuer des sauts de : ,A 12 metres ,B 6 metres ,C 3 metres ,c
Quelle est la taille du girafon a sa naissance ? ,A 50 cm ,B 1 m ,C 2 m ,a
Le loup des prairies americain s-appelle aussi : ,A le coyote ,B le fennec ,C le coati ,b
a quel groupe appartient la chauve-souris ? ,A Les mammiferes ,B Les oiseaux ,C Les invertebres ,c
Lorsque le heron vole son cou : ,A est replie le long du corps ,B est courbe en S ,C est courbe vers le bas la tête dirigee vers le 395,a
 Le guepard est le plus rapide des animaux terrestres. Il peut atteindre a la course : ,A 60 km/h ,B 110 km/h ,C 150 km/h ,b
La baleine bleue met au monde le plus gros bebe animal. a la naissance celui-ci mesure deja : ,A 7 metres ,B 10 metres ,C 13 metres ,c
Dans une meute de loups qui est le chef ? ,A La femelle la plus âgee ,B Le mâle le plus âge ,C Le mâle le plus fort et le plus 406,a
 Apres avoir mange sa proie le hibou expulse une petite masse d-aliments. Ce bol alimentaire : ,A contient des restes non digeres (petits os poils…) ,B sera conserve comme reserve pour l-hiver ,C est tout de suite avale a nouveau pour être ANIMA,b
animaux,,,,c
Un chameau peut vivre dans le desert plusieurs jours sans eau. Combien de litres peut-il boire en une fois pour remplir completement sa reserve d-eau ? ,A 12 litres ,B 62 litres ,C 180 litres ,a
a combien d-œufs de poule equivaut un œuf d-autruche ? ,A 5 œufs ,B 10 œufs ,C 25 œufs ,b
Le renard est bien connu pour : ,A sa ruse ,B son caractere affectueux ,C sa paresse ,c
Lorsque les canards sauvages volent en groupes ils volent : ,A en forme de V ,B de maniere desordonnee ,C l-un derriere l-autre en ligne 428,a
 Combien de mots peut apprendre un chimpanze ? ,A 10 mots ,B 100 mots ,C 300 mots ,b
L-hyene se nourrit : ,A de plantes ,B de petits et grands mammiferes ,C d-oiseaux et de plantes ,c
Où vit l-ours polaire ? ,A Au pôle Nord ,B Au pôle Sud ,C Aux 2 pôles ,a
Quel est le nom du renne en Amerique du Nord ? ,A Le caribou ,B Le wapiti ,C La gazelle ,b
Les kangourous vivent encore a l-etat sauvage : ,A en Australie ,B en Afrique ,C au Mexique ,c
Combien de tigres reste-t-il sur notre planete ? ,A Entre 500 et 1 000 ,B Entre 5 000 et 7 500 ,C Entre 10 000 et 20 000 ,a
Une loutre peut facilement être dressee et servir d-aide pour : ,A la pêche ,B aller a la cueillette des champignons ,C vider un nid de guêpes ,b
La duree de vie d-un crapaud peut atteindre environ : ,A 13 mois ,B 3 ans ,C 36 ans ,c
Laquelle de ces affirmations concernant l-orque est fausse ? ,A Il est aussi appele epaulard. ,B Il fait partie de la famille des dauphins. ,C Il fait partie de la famille des requins 486,a
 Où se trouve l-aiguillon du scorpion qui secrete le venin ? ,A Au bout de sa langue ,B Sur sa tête ,C Au bout de sa queue ,b
En quoi les yeux du cameleon sont-ils particuliers ? ,A Ils peuvent bouger independamment l-un de l-autre. ,B Ils sont capables de voir en couleur. ,C Ils peuvent voir a une distance de plus de 200 m 496,c
 Quel type d-animal est le dauphin ? ,A Un cetace ,B Un marsouin ,C Une raie ANIMAUX ANIMAUX ANIMAUX ANIMAUX ANIMAUX ANIMAUX ,a
animaux,,,,b
Il existe deux especes de bisons : ,A l-europeenne et l-africaine ,B l-europeenne et l-americaine ,C l-africaine et l-americaine ,c
a combien d-œufs de poule equivaut un œuf d-autruche ? ,A 5 œufs ,B 10 œufs ,C 25 œufs ,a
Le renard est bien connu pour : ,A sa ruse ,B son caractere affectueux ,C sa paresse ,b
Lorsque les canards sauvages volent en groupes ils volent : ,A en forme de V ,B de maniere desordonnee ,C l-un derriere l-autre en ligne ,c
Combien de mots peut apprendre un chimpanze ? ,A 10 mots ,B 100 mots ,C 300 mots ,a
L-hyene se nourrit : ,A de plantes ,B de petits et grands mammiferes ,C d-oiseaux et de plantes ,b
Où vit l-ours polaire ? ,A Au pôle Nord ,B Au pôle Sud ,C Aux 2 pôles ,c
Quel est le nom du renne en Amerique du Nord ? ,A Le caribou ,B Le wapiti ,C La gazelle ,a
Les kangourous vivent encore a l-etat sauvage : ,A en Australie ,B en Afrique ,C au Mexique ,b
Combien de tigres reste-t-il sur notre planete ? ,A Entre 500 et 1 000 ,B Entre 5 000 et 7 500 ,C Entre 10 000 et 20 000 ,c
Une loutre peut facilement être dressee et servir d-aide pour : ,A la pêche ,B aller a la cueillette des champignons ,C vider un nid de guêpes ,a
La duree de vie d-un crapaud peut atteindre environ : ,A 13 mois ,B 3 ans ,C 36 ans ,b
Laquelle de ces affirmations concernant l-orque est fausse ? ,A Il est aussi appele epaulard. ,B Il fait partie de la famille des dauphins. ,C Il fait partie de la famille des requins ,c
 Où se trouve l-aiguillon du scorpion qui secrete le venin ? ,A Au bout de sa langue ,B Sur sa tête ,C Au bout de sa queue ,a
En quoi les yeux du cameleon sont-ils particuliers ? ,A Ils peuvent bouger independamment d-un de l-autre. ,B Ils sont capables de voir en couleur. ,C Ils peuvent voir a une distance de plus de 200 m ,b
Quel type d-animal est le dauphin ? ,A Un cetace ,B Un marsouin ,C Une raie SPORTS SPORTS SPORTS SPORTS SPORTS SPORTS ,c
sports,,,,a
Quelle discipline d-athletisme n-est jamais courue aux Jeux olympiques ? ,A Les 100 metres haies ,B Les 110 metres haies ,C Le sprint sur 100 metres ,b
Combien pese le poids lance par les femmes dans le lancer du poids ? ,A 3 kg ,B 2 kg ,C 4 kg ,c
D-où la marque de sport « Nike » tire-t-elle son nom ? ,A D-une deesse grecque ,B Du premier patron qui s-appelait Alfred Nike ,C De Steve Nike qui fut le premier americain a gagner le 100 ,a
Un derby c-est une course de 2 400 m destinee aux chevaux de 3 ans. C-est aussi une competition : ,A opposant 2 equipes de la même ville ou de la même region ,B entre des debutants d-une même discipline sportive ,C opposant des equipes mixtes (hommes et femmes ,b
Dans les Alpes suisses on utilise une echelle specifique pour indiquer le niveau de difficulte du parcours pour : ,A Le ski ,B Les promenades en montagne ,C L-alpinisme ,c
Combien de joueurs y a-t-il sur le terrain durant un match de volley ? ,A 12 ,B 8 ,C 6 ,a
Un boxeur est declare K.O. apres : ,A 5 secondes ,B 10 secondes ,C 15 secondes ,b
De quel sport « la course contre la montre » fait-il partie ? ,A Le cyclisme ,B La formule 1 ,C L-equitation ,c
Que lance-t-on avec une raquette de badminton ? ,A Un volant ,B Une balle ,C Une flechette ,a
Où les boxeurs ne peuventils pas frapper ? ,A Sous la ceinture ,B Sur le visage ,C Sur le thorax ,b
Le biathlon se compose de 2 disciplines : ,A Trampoline et tir a la carabine ,B Ski de fond et trampoline ,C Ski de fond et tir a la carabine ,c
Comment appelle-t-on le sport consistant a se maintenir en equilibre sur une planche munie d-une grande voile poussee par le vent ? ,A La planche a voile ,B La voile ,C Le surf ,a
En ce qui concerne les femmes le poids minimal utilise pour le lancer de poids est de : ,A 1 kg ,B 25 kg ,C 4 kg ,b
Le jeu de flechettes serait a l-origine un passe-temps des tireurs a l-arc. Ils : ,A tiraient leurs fleches sur des chapeaux suspendus. ,B lançaient les pointes des fleches cassees sur des pommes. ,C detachaient les pointes de leurs fleches pour les lancer sur le d-un fût. ,c
Quel sport ne fait pas partie du triathlon ? ,A La lutte ,B La natation ,C Le cyclisme ,a
Parmi ces jeux de billard lequel n-existe pas ? ,A Le billard carambole ,B Le billard americain ,C Le billard kick SPORTS SPORTS SPORTS SPORTS SPORTS SPORTS ,b
sports,,,,c
Parmi les distances suivantes laquelle ne fait pas partie des competitions de course ? ,A 400 metres ,B 600 metres ,C 800 metres ,a
Aux etats-Unis le football americain est un sport tres populaire joue sur du gazon naturel ou synthetique. Ce terrain est aussi parfois appele : ,A Un grill ,B Un four ,C Un jardin ,b
Lorsqu-on saute d-un avion avec un parachute a quelle vitesse descend-on ? ,A 3 km/h ,B 8 km/h ,C 15 km/h ,c
Au football en quoi consistait le systeme de prolongations appele « mort subite » ? Cela signifie que le match est termine apres : ,A 1 but ,B 1 quart d-heure ,C avoir tire 5 penaltys ,a
Lors de six jours de competition de cyclisme sur piste les equipes sont composees de : ,A 2 coureurs ,B 5 coureurs ,C 10 coureurs ,b
Au hockey les matchs sont diriges par : ,A 1 arbitre ,B 2 arbitres ,C 3 arbitres ,c
Les premiers jeux Olympiques modernes ont eu lieu en 1896 a : ,A Paris ,B Athenes ,C Londres ,a
Pour jouer au snooker il faut 22 boules : 15 rouges 1 noire 1 blanche 1 jaune 1 rose 1 verte 1 brune et 1 bleue. La boule que l-on doit toucher a chaque fois est : ,A la blanche ,B la noire ,C la jaune ,b
Lors des courses hippiques la personne qui s-occupe de prendre les paris est un : ,A bookmaker ,B jockey ,C ecuyer ,c
En cyclisme le Giro designe : ,A Le Tour d-Espagne ,B Le Tour de Suisse ,C Le Tour d-Italie ,a
Quel element ne se trouve pas sur une planche a voile ? ,A Un gouvernail ,B Un aileron ,C Une derive ,b
Au basket-ball le maximum de points que l-on peut obtenir en un seul lancer est de : ,A 1 point ,B 3 points ,C 5 points ,c
Le kayak est inspire de l-embarcation de quel peuple ? ,A Des Esquimaux ,B Des Papous ,C Des Massaïs ,a
Lors des courses de levriers les chiens courent apres : ,A une balle ,B un leurre commande a distance ,C un bâton ,b
Le sport qui consiste a descendre dans les grottes afin de les explorer s-appelle : ,A la geologie ,B l-archeologie ,C la speleologie ,c
Pour faire du ski de fond on utilise des skis : ,A aussi longs qu-au ski alpin ,B plus courts qu-au ski alpin ,C plus longs qu-au ski alpin SPORTS SPORTS SPORTS SPORTS SPORTS SPORTS ,a
sports,,,,b
a quoi sert le gilet du plongeur ? ,A a descendre et a monter dans l-eau ,B a se proteger contre les requins ,C a garder le corps au chaud ,c
Au cours d-un slalom le skieur doit franchir toutes les portes. S-il en rate une il : ,A est penalise ,B est disqualifie ,C doit recommencer ,a
Parmi les competitions suivantes laquelle n-est pas un grand tournoi de tennis ? ,A Roland-Garros ,B La Ryder Cup ,C Flushing Meadow ,b
Comment s-appelle la version anglaise des « flechettes » ? ,A Les darts ,B Les picks ,C Les burds ,c
Les jeux Olympiques d-hiver sont organises tous les 4 ans. Ils ont lieu : ,A la même annee que les jeux d-ete ,B 1 an apres les jeux d-ete ,C 2 ans apres les jeux d-ete ,a
D-où le surf est-il originaire ? ,A D-Australie ,B De Polynesie ,C De Madagascar ,b
Le handball est apparu vers la fin du XIXeme siecle en : ,A Allemagne ,B France ,C Grande-Bretagne ,c
Comment appelle-t-on le sport de lutte japonais où un colosse doit mettre l-autre sur les genoux ou le pousser en dehors de la zone reglementaire ? ,A Le sumo ,B Le simo ,C Le samo ,a
De quelle couleur est la carte qu-un arbitre montre lorsqu-il veut faire sortir un joueur du terrain ? ,A Rouge ,B Jaune ,C Vert ,b
De quelle couleur sont les pois sur le maillot du meilleur grimpeur dans le Tour de France ? ,A Rouge ,B Vert ,C Jaune ,c
Dans une competition d-athletisme quand on saute 6 m et 60 mm en longueur combien de cm cela fait-il ? ,A 606 cm ,B 660 cm ,C 66 cm ,a
En tennis de table le gagnant est celui qui atteint en premier le score de : ,A 21 points ,B 40 points ,C 45 points ,b
Quand on fait de l-aviron avec une seule rame on parle : ,A d-aviron de pointe ,B de skiff ,C de tacle ,c
Combien de quilles y a-t-il sur la piste de bowling ? ,A 10 ,B 9 ,C 11 ,a
Comment s-appelle le disque en caoutchouc noir avec lequel on joue au hockey sur glace ? ,A Le palet ,B Le pulet ,C Le polet ,b
Quelle couleur a la ceinture d-un debutant au judo ? ,A Blanc ,B Jaune ,C Noir SPORTS SPORTS SPORTS SPORTS SPORTS SPORTS ,c
Au jeu de flechettes le plus grand score que l-on peut atteindre en un coup est de : ,A 60 points ,B 80 points ,C 100 points ,a
Sur les 22 boules d-un jeu de snooker 15 boules ont la même couleur. Quelle est cette couleur ? ,A Rouge ,B Bleu ,C Vert ,b
Combien de points doit avoir au minimum une equipe pour gagner un set au volley-ball ? ,A 25 ,B 20 ,C 15 ,c
Quel est le nom d-un velo pour deux personnes ? ,A Un tandem ,B Un veloduo ,C Un duodem ,a
Au water-polo 2 equipes de 7 joueurs s-opposent. Pour marquer un but il faut envoyer le ballon : ,A avec les deux mains ,B avec n-importe quelle partie du corps ,C avec le poing ,b
D-où le surf est-il originaire ? ,A D-Australie ,B De Polynesie ,C De Madagascar ,c
Le handball est apparu vers la fin du XIXeme siecle en : ,A Allemagne ,B France ,C Grande-Bretagne ,a
Comment appelle-t-on le sport de lutte japonais où un colosse doit mettre l-autre sur les genoux ou le pousser en dehors de la zone reglementaire ? ,A Le sumo ,B Le simo ,C Le samo ,b
De quelle couleur est la carte qu-un arbitre montre lorsqu-il veut faire sortir un joueur du terrain ? ,A Rouge ,B Jaune ,C Vert ,c
De quelle couleur sont les pois sur le maillot du meilleur grimpeur dans le Tour de France ? ,A Rouge ,B Vert ,C Jaune ,a
Dans une competition d-athletisme quand on saute 6 m et 60 mm en longueur combien de cm cela fait-il ? ,A 606 cm ,B 660 cm ,C 66 cm ,b
En tennis de table le gagnant est celui qui atteint en premier le score de : ,A 21 points ,B 40 points ,C 45 points ,c
Quand on fait de l-aviron avec une seule rame on parle : ,A d-aviron de pointe ,B de skiff ,C de tacle ,a
Combien de quilles y a-t-il sur la piste de bowling ? ,A 10 ,B 9 ,C 11 ,b
Comment s-appelle le disque en caoutchouc noir avec lequel on joue au hockey sur glace ? ,A Le palet ,B Le pulet ,C Le polet ,c
Quelle couleur a la ceinture d-un debutant au judo ? ,A Blanc ,B Jaune ,C Noir,a